sub	sess	t	cond	onset	open_d	door	door_p	tgt_door	tgt_on	tgt_found	depress_dur	x	y
1	2	1	3	0.022	0	0	0.000	11	0	0	0.017	970.322	531.653
1	2	1	3	0.029	0	0	0.000	11	0	0	0.023	970.960	533.364
1	2	1	3	0.039	0	0	0.000	11	0	0	0.033	970.120	534.774
1	2	1	3	0.047	0	0	0.000	11	0	0	0.042	971.543	536.752
1	2	1	3	0.057	0	0	0.000	11	0	0	0.052	973.088	538.948
1	2	1	3	0.077	0	0	0.000	11	0	0	0.072	974.044	538.865
1	2	1	3	0.087	0	0	0.000	11	0	0	0.082	972.691	543.021
1	2	1	3	0.097	0	0	0.000	11	0	0	0.092	973.354	546.285
1	2	1	3	0.107	0	0	0.000	11	0	0	0.102	974.106	541.936
1	2	1	3	0.117	0	0	0.000	11	0	0	0.112	975.354	539.967
1	2	1	3	0.128	0	0	0.000	11	0	0	0.122	974.769	552.732
1	2	1	3	0.137	0	0	0.000	11	0	0	0.132	972.895	545.606
1	2	1	3	0.147	0	0	0.000	11	0	0	0.142	970.605	549.538
1	2	1	3	0.157	0	0	0.000	11	0	0	0.152	971.323	540.970
1	2	1	3	0.167	0	0	0.000	11	0	0	0.162	974.326	545.791
1	2	1	3	0.177	0	0	0.000	11	0	0	0.172	976.720	542.576
1	2	1	3	0.188	0	0	0.000	11	0	0	0.182	971.270	541.590
1	2	1	3	0.197	0	0	0.000	11	0	0	0.192	976.961	539.265
1	2	1	3	0.208	0	0	0.000	11	0	0	0.202	978.355	537.875
1	2	1	3	0.218	0	0	0.000	11	0	0	0.212	976.863	528.145
1	2	1	3	0.228	0	0	0.000	11	0	0	0.222	978.798	532.435
1	2	1	3	0.238	0	0	0.000	11	0	0	0.232	976.635	526.028
1	2	1	3	0.247	0	0	0.000	11	0	0	0.242	969.256	532.388
1	2	1	3	0.258	0	0	0.000	11	0	0	0.252	970.880	524.512
1	2	1	3	0.268	0	0	0.000	11	0	0	0.262	962.303	524.658
1	2	1	3	0.278	0	0	0.000	11	0	0	0.272	949.787	527.317
1	2	1	3	0.288	0	6	0.063	11	0	0	0.282	936.844	524.848
1	2	1	3	0.298	0	6	0.063	11	0	0	0.292	940.184	527.897
1	2	1	3	0.308	0	6	0.063	11	0	0	0.302	939.187	528.203
1	2	1	3	0.318	0	6	0.063	11	0	0	0.312	933.604	524.907
1	2	1	3	0.328	0	0	0.000	11	0	0	0.322	928.437	535.494
1	2	1	3	0.338	0	6	0.063	11	0	0	0.332	928.330	523.411
1	2	1	3	0.348	0	6	0.063	11	0	0	0.342	923.854	525.357
1	2	1	3	0.358	0	6	0.063	11	0	0	0.352	933.239	530.584
1	2	1	3	0.368	0	6	0.063	11	0	0	0.362	936.047	523.324
1	2	1	3	0.378	0	6	0.063	11	0	0	0.372	937.781	525.909
1	2	1	3	0.388	0	6	0.063	11	0	0	0.382	939.240	527.659
1	2	1	3	0.398	0	6	0.063	11	0	0	0.392	929.436	524.761
1	2	1	3	0.408	0	6	0.063	11	0	0	0.402	936.029	524.496
1	2	1	3	0.418	0	6	0.063	11	0	0	0.412	931.535	518.659
1	2	1	3	0.428	0	6	0.063	11	0	0	0.422	939.741	513.788
1	2	1	3	0.438	0	6	0.063	11	0	0	0.432	937.709	516.270
1	2	1	3	0.448	0	6	0.063	11	0	0	0.442	938.811	516.126
1	2	1	3	0.470	1	6	0.063	11	0	0	0.022	921.708	509.662
1	2	1	3	0.478	1	6	0.063	11	0	0	0.030	921.717	508.777
1	2	1	3	0.488	1	6	0.063	11	0	0	0.041	918.576	502.361
1	2	1	3	0.498	1	6	0.063	11	0	0	0.050	921.556	491.933
1	2	1	3	0.508	1	6	0.063	11	0	0	0.060	920.115	497.059
1	2	1	3	0.518	1	6	0.063	11	0	0	0.070	918.439	487.740
1	2	1	3	0.528	1	6	0.063	11	0	0	0.080	914.359	490.285
1	2	1	3	0.538	1	6	0.063	11	0	0	0.090	913.228	487.369
1	2	1	3	0.548	1	6	0.063	11	0	0	0.100	913.762	480.903
1	2	1	3	0.558	1	6	0.063	11	0	0	0.110	914.712	481.794
1	2	1	3	0.568	1	6	0.063	11	0	0	0.120	913.004	481.893
1	2	1	3	0.578	1	6	0.063	11	0	0	0.130	913.798	485.063
1	2	1	3	0.588	1	6	0.063	11	0	0	0.140	913.371	484.725
1	2	1	3	0.598	1	6	0.063	11	0	0	0.150	913.497	482.271
1	2	1	3	0.608	1	6	0.063	11	0	0	0.160	911.011	488.013
1	2	1	3	0.618	1	6	0.063	11	0	0	0.170	912.494	488.533
1	2	1	3	0.628	1	6	0.063	11	0	0	0.180	913.029	485.817
1	2	1	3	0.638	1	6	0.063	11	0	0	0.190	915.361	484.903
1	2	1	3	0.648	1	6	0.063	11	0	0	0.200	914.160	485.622
1	2	1	3	0.658	1	6	0.063	11	0	0	0.210	910.281	491.022
1	2	1	3	0.668	1	6	0.063	11	0	0	0.220	917.100	491.115
1	2	1	3	0.678	1	6	0.063	11	0	0	0.230	916.223	492.432
1	2	1	3	0.688	1	6	0.063	11	0	0	0.240	915.003	495.005
1	2	1	3	0.698	1	6	0.063	11	0	0	0.250	914.218	497.714
1	2	1	3	0.708	1	6	0.063	11	0	0	0.260	913.103	497.735
1	2	1	3	0.718	1	6	0.063	11	0	0	0.270	908.107	501.927
1	2	1	3	0.728	1	6	0.063	11	0	0	0.280	909.440	502.886
1	2	1	3	0.738	1	6	0.063	11	0	0	0.290	908.924	502.009
1	2	1	3	0.748	1	6	0.063	11	0	0	0.300	909.694	499.290
1	2	1	3	0.758	1	6	0.063	11	0	0	0.310	910.617	500.101
1	2	1	3	0.768	1	6	0.063	11	0	0	0.320	913.203	499.933
1	2	1	3	0.778	1	6	0.063	11	0	0	0.330	914.095	495.547
1	2	1	3	0.788	1	6	0.063	11	0	0	0.340	918.633	494.293
1	2	1	3	0.798	1	6	0.063	11	0	0	0.350	947.789	497.953
1	2	1	3	0.808	1	10	0.063	11	0	0	0.360	1008.528	495.357
1	2	1	3	0.818	1	10	0.063	11	0	0	0.370	999.268	497.957
1	2	1	3	0.828	1	10	0.063	11	0	0	0.380	996.972	496.960
1	2	1	3	0.838	1	10	0.063	11	0	0	0.390	999.242	495.639
1	2	1	3	0.848	1	10	0.063	11	0	0	0.400	994.470	496.035
1	2	1	3	0.858	1	10	0.063	11	0	0	0.410	1001.206	499.560
1	2	1	3	0.868	1	10	0.063	11	0	0	0.420	1003.579	499.989
1	2	1	3	0.878	1	10	0.063	11	0	0	0.430	1005.052	500.568
1	2	1	3	0.888	1	10	0.063	11	0	0	0.440	1005.950	500.811
1	2	1	3	0.898	1	10	0.063	11	0	0	0.450	1006.289	499.093
1	2	1	3	0.908	1	10	0.063	11	0	0	0.460	1007.322	498.758
1	2	1	3	0.918	1	10	0.063	11	0	0	0.470	1018.549	500.565
1	2	1	3	0.928	1	10	0.063	11	0	0	0.480	1020.018	497.997
1	2	1	3	0.938	1	10	0.063	11	0	0	0.490	1020.432	499.889
1	2	1	3	0.948	1	10	0.063	11	0	0	0.500	1013.827	501.502
1	2	1	3	0.958	1	10	0.063	11	0	0	0.510	1009.715	494.683
1	2	1	3	0.968	1	10	0.063	11	0	0	0.520	1016.856	486.418
1	2	1	3	0.988	0	10	0.063	11	0	0	0.018	1026.300	475.536
1	2	1	3	0.998	0	10	0.063	11	0	0	0.028	1027.090	475.843
1	2	1	3	1.008	0	10	0.063	11	0	0	0.038	1026.364	480.739
1	2	1	3	1.018	0	10	0.063	11	0	0	0.048	1020.798	476.003
1	2	1	3	1.028	0	10	0.063	11	0	0	0.058	1023.556	473.031
1	2	1	3	1.038	0	10	0.063	11	0	0	0.068	1027.908	471.908
1	2	1	3	1.048	0	10	0.063	11	0	0	0.078	1024.605	471.577
1	2	1	3	1.058	0	10	0.063	11	0	0	0.088	1021.854	477.406
1	2	1	3	1.068	0	10	0.063	11	0	0	0.098	1016.549	478.903
1	2	1	3	1.078	0	10	0.063	11	0	0	0.108	1015.429	478.328
1	2	1	3	1.088	0	10	0.063	11	0	0	0.118	1015.666	477.809
1	2	1	3	1.098	0	10	0.063	11	0	0	0.128	1012.745	479.391
1	2	1	3	1.108	0	10	0.063	11	0	0	0.138	1009.677	483.199
1	2	1	3	1.118	0	10	0.063	11	0	0	0.148	1002.778	487.569
1	2	1	3	1.128	0	10	0.063	11	0	0	0.158	1003.290	484.853
1	2	1	3	1.138	0	10	0.063	11	0	0	0.168	1000.700	489.509
1	2	1	3	1.148	0	10	0.063	11	0	0	0.178	996.822	491.324
1	2	1	3	1.158	0	10	0.063	11	0	0	0.188	998.293	501.133
1	2	1	3	1.168	0	10	0.063	11	0	0	0.198	990.914	499.727
1	2	1	3	1.178	0	10	0.063	11	0	0	0.208	985.272	498.289
1	2	1	3	1.188	0	10	0.063	11	0	0	0.218	993.921	499.751
1	2	1	3	1.208	1	10	0.063	11	0	0	0.020	988.547	509.306
1	2	1	3	1.218	1	10	0.063	11	0	0	0.030	977.853	504.668
1	2	1	3	1.228	1	10	0.063	11	0	0	0.040	980.048	507.541
1	2	1	3	1.238	1	10	0.063	11	0	0	0.050	980.206	494.932
1	2	1	3	1.248	1	10	0.063	11	0	0	0.060	981.966	515.467
1	2	1	3	1.258	1	10	0.063	11	0	0	0.070	984.426	513.541
1	2	1	3	1.268	1	10	0.063	11	0	0	0.080	983.739	491.591
1	2	1	3	1.278	1	10	0.063	11	0	0	0.090	982.192	508.686
1	2	1	3	1.288	1	10	0.063	11	0	0	0.100	982.774	487.085
1	2	1	3	1.298	1	10	0.063	11	0	0	0.110	984.843	495.791
1	2	1	3	1.308	1	10	0.063	11	0	0	0.120	986.696	488.121
1	2	1	3	1.318	1	10	0.063	11	0	0	0.130	990.103	484.683
1	2	1	3	1.328	1	10	0.063	11	0	0	0.140	990.378	489.316
1	2	1	3	1.338	1	10	0.063	11	0	0	0.150	1000.131	467.937
1	2	1	3	1.348	1	10	0.063	11	0	0	0.160	995.295	496.844
1	2	1	3	1.358	1	10	0.063	11	0	0	0.170	996.008	499.159
1	2	1	3	1.368	1	10	0.063	11	0	0	0.180	997.201	472.065
1	2	1	3	1.388	1	10	0.063	11	0	0	0.200	1006.141	468.415
1	2	1	3	1.398	1	10	0.063	11	0	0	0.210	1021.307	463.846
1	2	1	3	1.408	1	10	0.063	11	0	0	0.220	1012.599	459.110
1	2	1	3	1.418	1	10	0.063	11	0	0	0.230	1016.775	458.658
1	2	1	3	1.428	1	10	0.063	11	0	0	0.240	1005.396	453.713
1	2	1	3	1.438	0	0	0.000	11	0	0	0.250	1018.674	445.446
1	2	1	3	1.448	0	0	0.000	11	0	0	0.260	1020.427	447.688
1	2	1	3	1.458	1	10	0.063	11	0	0	0.270	1025.431	458.264
1	2	1	3	1.468	1	9	0.063	11	0	0	0.280	1033.125	426.625
1	2	1	3	1.488	1	9	0.063	11	1	0	0.300	1026.980	423.151
1	2	1	3	1.498	1	9	0.063	11	1	0	0.310	1029.527	417.331
1	2	1	3	1.508	0	0	0.000	11	1	0	0.320	1041.478	433.708
1	2	1	3	1.518	1	9	0.063	11	1	0	0.330	1046.123	403.035
1	2	1	3	1.529	1	9	0.063	11	1	0	0.340	1052.191	399.135
1	2	1	3	1.538	1	13	0.063	11	1	0	0.350	1061.415	395.405
1	2	1	3	1.548	1	13	0.063	11	1	0	0.360	1057.340	396.698
1	2	1	3	1.558	0	0	0.000	11	1	0	0.370	1052.574	393.507
1	2	1	3	1.568	0	0	0.000	11	1	0	0.380	1053.646	390.882
1	2	1	3	1.578	1	13	0.063	11	1	0	0.390	1060.662	388.203
1	2	1	3	1.588	1	13	0.063	11	1	0	0.400	1058.659	389.224
1	2	1	3	1.598	1	13	0.063	11	1	0	0.410	1058.673	388.681
1	2	1	3	1.608	1	13	0.063	11	1	0	0.420	1059.331	389.167
1	2	1	3	1.618	1	13	0.063	11	1	0	0.430	1066.527	393.118
1	2	1	3	1.628	1	13	0.063	11	1	0	0.440	1061.766	397.510
1	2	1	3	1.639	1	13	0.063	11	1	0	0.450	1060.851	397.864
1	2	1	3	1.648	1	13	0.063	11	1	0	0.460	1063.511	400.808
1	2	1	3	1.658	1	13	0.063	11	1	0	0.470	1062.750	397.940
1	2	1	3	1.668	1	13	0.063	11	1	0	0.480	1063.749	403.261
1	2	1	3	1.678	1	13	0.063	11	1	0	0.490	1061.257	406.894
1	2	1	3	1.688	1	13	0.063	11	1	0	0.500	1065.737	403.127
1	2	1	3	1.698	1	13	0.063	11	1	0	0.510	1066.606	404.836
1	2	1	3	1.708	1	13	0.063	11	1	0	0.520	1067.558	407.796
1	2	1	3	1.719	1	13	0.063	11	1	0	0.530	1068.054	409.275
1	2	1	3	1.729	1	13	0.063	11	1	0	0.540	1074.260	407.140
1	2	1	3	1.748	0	13	0.063	11	1	0	0.019	1073.166	409.681
1	2	1	3	1.758	0	13	0.063	11	1	0	0.029	1072.956	409.698
1	2	1	3	1.769	0	13	0.063	11	1	0	0.039	1076.574	408.396
1	2	1	3	1.779	0	13	0.063	11	1	0	0.049	1075.106	410.389
1	2	1	3	1.789	0	13	0.063	11	1	0	0.059	1076.073	410.196
1	2	1	3	1.799	0	13	0.063	11	1	0	0.069	1085.073	406.820
1	2	1	3	1.809	0	13	0.063	11	1	0	0.079	1078.419	406.409
1	2	1	3	1.819	0	13	0.063	11	1	0	0.089	1072.577	401.365
1	2	1	3	1.829	0	13	0.063	11	1	0	0.099	1075.663	402.549
1	2	1	3	1.839	0	13	0.063	11	1	0	0.109	1077.149	403.699
1	2	1	3	1.849	0	13	0.063	11	1	0	0.119	1080.142	405.540
1	2	1	3	1.859	0	13	0.063	11	1	0	0.129	1080.981	407.899
1	2	1	3	1.869	0	13	0.063	11	1	0	0.139	1081.650	412.761
1	2	1	3	1.879	0	13	0.063	11	1	0	0.149	1084.442	407.790
1	2	1	3	1.889	0	13	0.063	11	1	0	0.159	1083.180	413.964
1	2	1	3	1.899	0	13	0.063	11	1	0	0.169	1085.399	419.733
1	2	1	3	1.939	0	13	0.063	11	1	0	0.209	1081.930	422.450
1	2	1	3	1.989	0	0	0.000	11	1	0	0.259	0.000	0.000
1	2	1	3	2.009	0	13	0.063	11	1	0	0.279	1086.466	415.807
1	2	1	3	2.019	0	13	0.063	11	1	0	0.289	1096.502	410.518
1	2	1	3	2.029	0	13	0.063	11	1	0	0.299	1089.627	413.197
1	2	1	3	2.049	1	13	0.063	11	1	0	0.020	1093.664	393.589
1	2	1	3	2.059	1	13	0.063	11	1	0	0.030	1097.897	392.788
1	2	1	3	2.069	1	13	0.063	11	1	0	0.040	1121.849	388.228
1	2	1	3	2.079	1	13	0.063	11	1	0	0.050	1109.382	382.975
1	2	1	3	2.089	1	13	0.063	11	1	0	0.060	1100.534	382.654
1	2	1	3	2.099	1	13	0.063	11	1	0	0.070	1123.211	378.723
1	2	1	3	2.109	1	13	0.063	11	1	0	0.080	1109.221	376.693
1	2	1	3	2.119	1	13	0.063	11	1	0	0.090	1107.615	371.555
1	2	1	3	2.129	1	13	0.063	11	1	0	0.100	1109.488	373.051
1	2	1	3	2.139	1	13	0.063	11	1	0	0.110	1107.027	373.934
1	2	1	3	2.149	1	13	0.063	11	1	0	0.120	1117.169	373.595
1	2	1	3	2.159	1	13	0.063	11	1	0	0.130	1113.555	376.876
1	2	1	3	2.169	1	13	0.063	11	1	0	0.140	1120.240	375.576
1	2	1	3	2.179	1	13	0.063	11	1	0	0.150	1127.189	378.574
1	2	1	3	2.189	1	13	0.063	11	1	0	0.160	1115.346	381.743
1	2	1	3	2.199	1	13	0.063	11	1	0	0.170	1119.095	386.533
1	2	1	3	2.209	1	13	0.063	11	1	0	0.180	1113.952	389.259
1	2	1	3	2.219	1	13	0.063	11	1	0	0.190	1111.205	394.684
1	2	1	3	2.229	1	13	0.063	11	1	0	0.200	1111.118	396.949
1	2	1	3	2.239	1	13	0.063	11	1	0	0.210	1105.307	396.143
1	2	1	3	2.249	1	13	0.063	11	1	0	0.220	1098.025	398.112
1	2	1	3	2.259	1	13	0.063	11	1	0	0.230	1096.836	399.311
1	2	1	3	2.269	1	13	0.063	11	1	0	0.240	1059.880	402.397
1	2	1	3	2.279	1	9	0.063	11	1	0	0.250	1046.791	400.489
1	2	1	3	2.289	1	9	0.063	11	1	0	0.260	1051.396	399.835
1	2	1	3	2.299	1	9	0.063	11	1	0	0.270	1047.527	400.613
1	2	1	3	2.309	1	9	0.063	11	1	0	0.280	1038.324	404.558
1	2	1	3	2.319	1	9	0.063	11	1	0	0.290	1036.832	399.737
1	2	1	3	2.329	1	9	0.063	11	1	0	0.300	1037.241	405.074
1	2	1	3	2.339	1	9	0.063	11	1	0	0.310	1032.859	401.568
1	2	1	3	2.349	1	9	0.063	11	1	0	0.320	1036.805	401.650
1	2	1	3	2.359	1	9	0.063	11	1	0	0.330	1033.915	393.329
1	2	1	3	2.369	1	9	0.063	11	1	0	0.340	1028.867	387.769
1	2	1	3	2.379	1	9	0.063	11	1	0	0.350	1029.554	391.875
1	2	1	3	2.389	1	9	0.063	11	1	0	0.360	1028.931	391.819
1	2	1	3	2.399	1	9	0.063	11	1	0	0.370	1032.183	395.069
1	2	1	3	2.409	1	9	0.063	11	1	0	0.380	1032.228	386.355
1	2	1	3	2.419	1	9	0.063	11	1	0	0.390	1029.838	381.083
1	2	1	3	2.429	1	9	0.063	11	1	0	0.400	1032.725	380.894
1	2	1	3	2.439	1	9	0.063	11	1	0	0.410	1032.280	377.624
1	2	1	3	2.449	1	9	0.063	11	1	0	0.420	1030.271	378.925
1	2	1	3	2.459	1	9	0.063	11	1	0	0.430	1030.269	382.206
1	2	1	3	2.469	1	9	0.063	11	1	0	0.440	1031.978	385.977
1	2	1	3	2.479	1	9	0.063	11	1	0	0.450	1029.650	390.257
1	2	1	3	2.489	1	9	0.063	11	1	0	0.460	1028.755	385.691
1	2	1	3	2.499	1	9	0.063	11	1	0	0.470	1026.903	389.570
1	2	1	3	2.509	1	9	0.063	11	1	0	0.480	1024.141	385.959
1	2	1	3	2.519	1	9	0.063	11	1	0	0.490	1025.786	390.159
1	2	1	3	2.529	1	9	0.063	11	1	0	0.500	1025.522	386.386
1	2	1	3	2.539	1	9	0.063	11	1	0	0.510	1022.660	384.074
1	2	1	3	2.549	1	9	0.063	11	1	0	0.520	1021.639	376.852
1	2	1	3	2.569	0	9	0.063	11	1	0	0.019	1024.413	372.886
1	2	1	3	2.579	0	9	0.063	11	1	0	0.029	1026.538	358.502
1	2	1	3	2.589	0	9	0.063	11	1	0	0.039	1024.615	360.410
1	2	1	3	2.599	0	0	0.000	11	1	0	0.049	1026.119	356.638
1	2	1	3	2.609	0	9	0.063	11	1	0	0.059	1024.299	356.633
1	2	1	3	2.619	0	0	0.000	11	1	0	0.069	1022.491	353.569
1	2	1	3	2.629	0	0	0.000	11	1	0	0.079	1022.330	350.064
1	2	1	3	2.639	0	0	0.000	11	1	0	0.089	1023.311	347.942
1	2	1	3	2.649	0	0	0.000	11	1	0	0.099	1022.400	345.444
1	2	1	3	2.659	0	0	0.000	11	1	0	0.109	1021.313	345.408
1	2	1	3	2.669	0	0	0.000	11	1	0	0.119	1022.645	345.225
1	2	1	3	2.679	0	0	0.000	11	1	0	0.129	1023.531	347.024
1	2	1	3	2.689	0	0	0.000	11	1	0	0.139	1025.073	339.288
1	2	1	3	2.699	0	0	0.000	11	1	0	0.149	1026.167	341.421
1	2	1	3	2.789	0	0	0.000	11	1	0	0.239	0.000	0.000
1	2	1	3	2.809	0	0	0.000	11	1	0	0.259	1024.181	340.606
1	2	1	3	2.819	0	0	0.000	11	1	0	0.269	1027.497	342.367
1	2	1	3	2.829	0	0	0.000	11	1	0	0.279	1027.621	343.731
1	2	1	3	2.839	0	0	0.000	11	1	0	0.289	1005.813	350.074
1	2	1	3	2.859	0	9	0.063	11	1	0	0.309	1002.214	354.036
1	2	1	3	2.869	0	0	0.000	11	1	0	0.319	1013.491	353.182
1	2	1	3	2.879	0	9	0.063	11	1	0	0.329	1006.629	353.637
1	2	1	3	2.889	0	0	0.000	11	1	0	0.339	991.769	352.851
1	2	1	3	2.899	0	0	0.000	11	1	0	0.349	1003.631	352.428
1	2	1	3	2.909	0	9	0.063	11	1	0	0.359	1003.430	354.983
1	2	1	3	2.919	0	9	0.063	11	1	0	0.369	1000.551	356.914
1	2	1	3	2.929	0	9	0.063	11	1	0	0.379	1003.481	355.735
1	2	1	3	2.939	0	9	0.063	11	1	0	0.389	1003.581	357.118
1	2	1	3	2.959	0	9	0.063	11	1	0	0.409	1001.792	357.567
1	2	1	3	2.969	0	9	0.063	11	1	0	0.419	995.368	362.709
1	2	1	3	2.979	0	9	0.063	11	1	0	0.429	990.861	368.191
1	2	1	3	2.989	0	9	0.063	11	1	0	0.439	987.023	371.543
1	2	1	3	2.999	0	9	0.063	11	1	0	0.450	983.789	374.133
1	2	1	3	3.009	0	9	0.063	11	1	0	0.459	987.248	374.281
1	2	1	3	3.019	0	9	0.063	11	1	0	0.469	982.236	380.649
1	2	1	3	3.029	0	9	0.063	11	1	0	0.480	980.584	382.615
1	2	1	3	3.039	0	9	0.063	11	1	0	0.489	977.968	383.094
1	2	1	3	3.049	0	9	0.063	11	1	0	0.499	978.603	385.963
1	2	1	3	3.069	1	9	0.063	11	1	0	0.020	975.699	391.053
1	2	1	3	3.079	1	9	0.063	11	1	0	0.030	977.775	391.258
1	2	1	3	3.089	1	9	0.063	11	1	0	0.040	977.158	391.257
1	2	1	3	3.099	1	9	0.063	11	1	0	0.050	972.079	391.263
1	2	1	3	3.139	1	9	0.063	11	1	0	0.090	975.844	392.460
1	2	1	3	3.189	0	0	0.000	11	1	0	0.140	0.000	0.000
1	2	1	3	3.209	1	9	0.063	11	1	0	0.160	974.008	392.310
1	2	1	3	3.219	1	9	0.063	11	1	0	0.170	968.884	390.259
1	2	1	3	3.229	1	9	0.063	11	1	0	0.180	985.422	387.072
1	2	1	3	3.239	1	9	0.063	11	1	0	0.190	968.477	382.709
1	2	1	3	3.249	1	9	0.063	11	1	0	0.200	970.703	382.411
1	2	1	3	3.259	1	9	0.063	11	1	0	0.210	974.677	381.558
1	2	1	3	3.269	1	9	0.063	11	1	0	0.220	982.237	384.316
1	2	1	3	3.279	1	9	0.063	11	1	0	0.230	973.015	382.119
1	2	1	3	3.289	1	9	0.063	11	1	0	0.240	1002.867	376.231
1	2	1	3	3.299	1	9	0.063	11	1	0	0.250	984.595	382.998
1	2	1	3	3.320	1	9	0.063	11	1	0	0.270	976.086	387.748
1	2	1	3	3.330	1	9	0.063	11	1	0	0.280	970.976	393.274
1	2	1	3	3.340	1	9	0.063	11	1	0	0.290	981.126	392.475
1	2	1	3	3.350	1	9	0.063	11	1	0	0.300	979.084	396.006
1	2	1	3	3.360	1	9	0.063	11	1	0	0.310	971.497	397.257
1	2	1	3	3.370	1	5	0.063	11	1	0	0.320	876.573	397.088
1	2	1	3	3.380	1	5	0.063	11	1	0	0.330	895.560	400.112
1	2	1	3	3.390	1	5	0.063	11	1	0	0.340	947.177	400.633
1	2	1	3	3.400	1	5	0.063	11	1	0	0.350	913.684	399.673
1	2	1	3	3.420	1	5	0.063	11	1	0	0.370	920.051	403.051
1	2	1	3	3.430	1	5	0.063	11	1	0	0.380	929.165	403.164
1	2	1	3	3.440	1	5	0.063	11	1	0	0.390	925.178	403.171
1	2	1	3	3.450	1	5	0.063	11	1	0	0.400	917.565	404.726
1	2	1	3	3.460	1	5	0.063	11	1	0	0.410	927.048	404.690
1	2	1	3	3.470	1	5	0.063	11	1	0	0.420	924.155	407.212
1	2	1	3	3.480	1	5	0.063	11	1	0	0.430	923.034	408.531
1	2	1	3	3.490	1	5	0.063	11	1	0	0.440	920.876	406.465
1	2	1	3	3.500	1	5	0.063	11	1	0	0.450	906.674	407.210
1	2	1	3	3.550	1	5	0.063	11	1	0	0.500	914.683	406.660
1	2	1	3	3.590	0	0	0.000	11	1	0	0.540	0.000	0.000
1	2	1	3	3.610	1	5	0.063	11	1	0	0.560	913.200	406.204
1	2	1	3	3.620	1	5	0.063	11	1	0	0.570	901.386	407.133
1	2	1	3	3.630	1	5	0.063	11	1	0	0.580	897.026	403.399
1	2	1	3	3.640	1	5	0.063	11	1	0	0.590	896.627	403.177
1	2	1	3	3.650	1	5	0.063	11	1	0	0.600	894.683	399.288
1	2	1	3	3.660	1	5	0.063	11	1	0	0.610	896.841	400.571
1	2	1	3	3.670	1	5	0.063	11	1	0	0.620	902.937	401.996
1	2	1	3	3.680	1	5	0.063	11	1	0	0.630	917.904	392.843
1	2	1	3	3.690	1	5	0.063	11	1	0	0.640	920.051	391.967
1	2	1	3	3.700	1	5	0.063	11	1	0	0.650	921.316	394.729
1	2	1	3	3.710	1	5	0.063	11	1	0	0.660	925.225	391.713
1	2	1	3	3.720	1	5	0.063	11	1	0	0.670	914.767	393.406
